/home/user/yc57963/miniconda3/envs/irra/lib/python3.9/site-packages/torch/utils/data/dataloader.py:627: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(
Not using distributed mode
### Hyper-parameters:
     output_dir: output_rerun2/ham_icfg_tta/exp0/exp0.4/2025091323290
     seed: 42
     device: cuda
     batch_size_tta: 32
     epochs: 10
     lr: 1e-05
### Creating test dataset
     test_txt_set: 19848    test_img_set: 19848
     test_txt_loader: 39    test_img_loader: 39
### Creating model
Training Model with ['sdm', 'id', 'mlm'] tasks
Resized position embedding from size:torch.Size([1, 197, 768]) to size: torch.Size([1, 193, 768]) with height:24 width: 8
     Total Params Sum:  190482206
### Zero-Shot Score: 
/home/user/yc57963/miniconda3/envs/irra/lib/python3.9/site-packages/torch/utils/data/dataloader.py:627: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(
/home/user/yc57963/task/IRRA/tta.py:281: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = GradScaler()  # bf16
+-------+--------+--------+--------+--------+-------+
| epoch |   R1   |   R5   |  R10   |  mAP   |  mINP |
+-------+--------+--------+--------+--------+-------+
|  -999 | 60.641 | 77.499 | 83.248 | 35.543 | 6.005 |
+-------+--------+--------+--------+--------+-------+
### TTA:
### Compute Cos Similarity Uncertainty
     preprocess_tta_coefficients  start
     sample selection ...
     number of sample after sample_selection: 19848
     uncertainty ...
     pos/neg sampling ...
      number of sample after pos/neg sampling: torch.Size([19848, 4])
     preprocess_tta_coefficients  end
### Creating TTA dataset
     tta_dataset: 19848
### Creating tta dataloader
### be careful: func create_loader returns a list length of 1
     tta_loader: 620
### Configure adapted weights
     TTA Dropout Modules: 
 []
     TTA Require Gradient Params: 
 [('base_model.transformer.resblocks.1.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.1.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.1.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.1.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.2.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.2.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.2.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.2.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.3.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.3.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.3.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.3.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.4.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.4.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.4.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.4.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.5.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.5.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.5.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.5.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.7.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.7.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.7.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.7.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.8.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.8.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.8.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.8.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.9.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.9.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.9.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.9.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.10.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.10.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.10.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.10.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.11.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.11.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.11.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.11.ln_2.bias', torch.Size([512])), ('base_model.ln_final.weight', torch.Size([512])), ('base_model.ln_final.bias', torch.Size([512]))]
     TTA Dropout Modules Number: 
 0
     TTA Require Gradient Params Sum: 
 21504
Using 5.0 times learning rate for random init module 
### Start Test Time Adaptation : num_epoch = 10
/home/user/yc57963/task/IRRA/tta.py:67: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  with torch.cuda.amp.autocast(enabled=True):
     Epoch[0] Iteration[10/620], entropy: 0.4747, uncertainty: 3.3686, uncertainty_coeffi: 0.0010, loss: 0.1569, lr: 0.00e+00
     Epoch[0] Iteration[20/620], entropy: 0.3408, uncertainty: 3.6114, uncertainty_coeffi: 0.0010, loss: 0.1464, lr: 0.00e+00
     Epoch[0] Iteration[30/620], entropy: 0.3481, uncertainty: 3.0848, uncertainty_coeffi: 0.0010, loss: 0.1434, lr: 0.00e+00
     Epoch[0] Iteration[40/620], entropy: 0.2622, uncertainty: 3.7433, uncertainty_coeffi: 0.0010, loss: 0.0831, lr: 0.00e+00
     Epoch[0] Iteration[50/620], entropy: 0.3740, uncertainty: 3.3857, uncertainty_coeffi: 0.0010, loss: 0.1365, lr: 0.00e+00
     Epoch[0] Iteration[60/620], entropy: 0.3133, uncertainty: 2.6473, uncertainty_coeffi: 0.0010, loss: 0.1739, lr: 0.00e+00
     Epoch[0] Iteration[70/620], entropy: 0.3664, uncertainty: 3.2556, uncertainty_coeffi: 0.0010, loss: 0.1488, lr: 0.00e+00
     Epoch[0] Iteration[80/620], entropy: 0.4052, uncertainty: 3.1101, uncertainty_coeffi: 0.0010, loss: 0.1407, lr: 0.00e+00
     Epoch[0] Iteration[90/620], entropy: 0.3824, uncertainty: 3.1104, uncertainty_coeffi: 0.0010, loss: 0.1739, lr: 0.00e+00
     Epoch[0] Iteration[100/620], entropy: 0.3282, uncertainty: 3.3116, uncertainty_coeffi: 0.0010, loss: 0.1225, lr: 0.00e+00
     Epoch[0] Iteration[110/620], entropy: 0.3205, uncertainty: 2.7738, uncertainty_coeffi: 0.0010, loss: 0.1548, lr: 0.00e+00
     Epoch[0] Iteration[120/620], entropy: 0.4351, uncertainty: 3.3327, uncertainty_coeffi: 0.0010, loss: 0.1524, lr: 0.00e+00
     Epoch[0] Iteration[130/620], entropy: 0.3276, uncertainty: 2.8685, uncertainty_coeffi: 0.0010, loss: 0.1554, lr: 0.00e+00
     Epoch[0] Iteration[140/620], entropy: 0.4310, uncertainty: 3.2973, uncertainty_coeffi: 0.0010, loss: 0.1695, lr: 0.00e+00
     Epoch[0] Iteration[150/620], entropy: 0.3606, uncertainty: 3.6521, uncertainty_coeffi: 0.0010, loss: 0.1410, lr: 0.00e+00
     Epoch[0] Iteration[160/620], entropy: 0.3401, uncertainty: 3.0515, uncertainty_coeffi: 0.0010, loss: 0.1337, lr: 0.00e+00
     Epoch[0] Iteration[170/620], entropy: 0.3094, uncertainty: 3.1525, uncertainty_coeffi: 0.0010, loss: 0.1044, lr: 0.00e+00
     Epoch[0] Iteration[180/620], entropy: 0.4828, uncertainty: 3.1618, uncertainty_coeffi: 0.0010, loss: 0.2148, lr: 0.00e+00
     Epoch[0] Iteration[190/620], entropy: 0.3598, uncertainty: 3.5712, uncertainty_coeffi: 0.0010, loss: 0.1092, lr: 0.00e+00
     Epoch[0] Iteration[200/620], entropy: 0.3344, uncertainty: 2.6235, uncertainty_coeffi: 0.0010, loss: 0.1629, lr: 0.00e+00
     Epoch[0] Iteration[210/620], entropy: 0.3481, uncertainty: 3.5216, uncertainty_coeffi: 0.0010, loss: 0.1122, lr: 0.00e+00
     Epoch[0] Iteration[220/620], entropy: 0.3471, uncertainty: 3.5566, uncertainty_coeffi: 0.0010, loss: 0.1118, lr: 0.00e+00
     Epoch[0] Iteration[230/620], entropy: 0.4141, uncertainty: 3.3174, uncertainty_coeffi: 0.0010, loss: 0.1388, lr: 0.00e+00
     Epoch[0] Iteration[240/620], entropy: 0.2944, uncertainty: 2.6444, uncertainty_coeffi: 0.0010, loss: 0.1424, lr: 0.00e+00
     Epoch[0] Iteration[250/620], entropy: 0.4142, uncertainty: 3.7118, uncertainty_coeffi: 0.0010, loss: 0.1245, lr: 0.00e+00
     Epoch[0] Iteration[260/620], entropy: 0.3285, uncertainty: 3.3987, uncertainty_coeffi: 0.0010, loss: 0.1334, lr: 0.00e+00
     Epoch[0] Iteration[270/620], entropy: 0.3281, uncertainty: 3.3031, uncertainty_coeffi: 0.0010, loss: 0.1374, lr: 0.00e+00
     Epoch[0] Iteration[280/620], entropy: 0.3696, uncertainty: 3.3227, uncertainty_coeffi: 0.0010, loss: 0.1316, lr: 0.00e+00
     Epoch[0] Iteration[290/620], entropy: 0.3637, uncertainty: 3.5240, uncertainty_coeffi: 0.0010, loss: 0.1248, lr: 0.00e+00
     Epoch[0] Iteration[300/620], entropy: 0.3076, uncertainty: 2.8738, uncertainty_coeffi: 0.0010, loss: 0.1338, lr: 0.00e+00
     Epoch[0] Iteration[310/620], entropy: 0.4205, uncertainty: 3.4170, uncertainty_coeffi: 0.0010, loss: 0.1500, lr: 0.00e+00
     Epoch[0] Iteration[320/620], entropy: 0.4258, uncertainty: 3.2229, uncertainty_coeffi: 0.0010, loss: 0.1692, lr: 0.00e+00
     Epoch[0] Iteration[330/620], entropy: 0.3204, uncertainty: 3.4712, uncertainty_coeffi: 0.0010, loss: 0.1057, lr: 0.00e+00
     Epoch[0] Iteration[340/620], entropy: 0.3366, uncertainty: 3.1670, uncertainty_coeffi: 0.0010, loss: 0.1385, lr: 0.00e+00
     Epoch[0] Iteration[350/620], entropy: 0.3810, uncertainty: 2.4898, uncertainty_coeffi: 0.0010, loss: 0.2076, lr: 0.00e+00
     Epoch[0] Iteration[360/620], entropy: 0.4454, uncertainty: 3.7101, uncertainty_coeffi: 0.0010, loss: 0.1436, lr: 0.00e+00
     Epoch[0] Iteration[370/620], entropy: 0.3131, uncertainty: 3.2440, uncertainty_coeffi: 0.0010, loss: 0.1286, lr: 0.00e+00
