Not using distributed mode
### Hyper-parameters:
     output_dir: output/ham_icfg_tta_best2/exp3.1.1/2025090305402
     seed: 42
     device: cuda
     batch_size_tta: 32
     epochs: 30
     lr: 5e-05
### Creating test dataset
     test_txt_set: 19848    test_img_set: 19848
     test_txt_loader: 39    test_img_loader: 39
### Creating model
Training Model with ['sdm', 'id', 'mlm'] tasks
Resized position embedding from size:torch.Size([1, 197, 768]) to size: torch.Size([1, 193, 768]) with height:24 width: 8
     Total Params Sum:  190482206
### Zero-Shot Score: 
/data2/jiahao/task/IRRA/tta.py:261: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = GradScaler()  # bf16
+-------+--------+--------+--------+--------+-------+
| epoch |   R1   |   R5   |  R10   |  mAP   |  mINP |
+-------+--------+--------+--------+--------+-------+
|  -999 | 58.943 | 76.108 | 82.205 | 34.719 | 5.891 |
+-------+--------+--------+--------+--------+-------+
### TTA:
### Compute Cos Similarity Uncertainty
     preprocess_tta_coefficients  start
     sample selection ...
     number of sample after sample_selection: 19848
     uncertainty ...
     preprocess_tta_coefficients  end
### Creating TTA dataset
     tta_dataset: 19848
### Creating tta dataloader
### be careful: func create_loader returns a list length of 1
     tta_loader: 620
### Configure adapted weights
     TTA Dropout Modules: 
 []
     TTA Require Gradient Params: 
 [('base_model.transformer.resblocks.0.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.0.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.0.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.0.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.1.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.1.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.1.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.1.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.2.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.2.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.2.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.2.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.3.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.3.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.3.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.3.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.4.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.4.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.4.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.4.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.5.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.5.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.5.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.5.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.6.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.6.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.6.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.6.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.7.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.7.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.7.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.7.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.8.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.8.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.8.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.8.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.9.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.9.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.9.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.9.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.10.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.10.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.10.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.10.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.11.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.11.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.11.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.11.ln_2.bias', torch.Size([512])), ('base_model.ln_final.weight', torch.Size([512])), ('base_model.ln_final.bias', torch.Size([512]))]
     TTA Dropout Modules Number: 
 0
     TTA Require Gradient Params Sum: 
 25600
Using 5.0 times learning rate for random init module 
### Start Test Time Adaptation
/data2/jiahao/task/IRRA/tta.py:65: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  with torch.cuda.amp.autocast(enabled=True):
     Epoch[0] Iteration[10/620], entropy: 1.1141, loss: 2.7147, lr: 4.52e-05
     Epoch[0] Iteration[20/620], entropy: 1.0833, loss: 2.7144, lr: 1.73e-05
     Epoch[0] Iteration[30/620], entropy: 1.1100, loss: 2.6982, lr: 0.00e+00
     Epoch[0] Iteration[40/620], entropy: 1.1195, loss: 2.7859, lr: 1.73e-05
     Epoch[0] Iteration[50/620], entropy: 1.0200, loss: 2.6580, lr: 4.52e-05
     Epoch[0] Iteration[60/620], entropy: 1.0251, loss: 2.6407, lr: 4.52e-05
     Epoch[0] Iteration[70/620], entropy: 1.0000, loss: 2.6264, lr: 1.73e-05
     Epoch[0] Iteration[80/620], entropy: 1.0582, loss: 2.7017, lr: 0.00e+00
     Epoch[0] Iteration[90/620], entropy: 1.0759, loss: 2.6506, lr: 1.73e-05
     Epoch[0] Iteration[100/620], entropy: 1.0372, loss: 2.6670, lr: 4.52e-05
     Epoch[0] Iteration[110/620], entropy: 1.0006, loss: 2.6178, lr: 4.52e-05
     Epoch[0] Iteration[120/620], entropy: 1.0422, loss: 2.7025, lr: 1.73e-05
     Epoch[0] Iteration[130/620], entropy: 1.1364, loss: 2.7924, lr: 0.00e+00
     Epoch[0] Iteration[140/620], entropy: 1.1533, loss: 2.8029, lr: 1.73e-05
     Epoch[0] Iteration[150/620], entropy: 1.0433, loss: 2.7248, lr: 4.52e-05
     Epoch[0] Iteration[160/620], entropy: 1.0200, loss: 2.6105, lr: 4.52e-05
     Epoch[0] Iteration[170/620], entropy: 1.1210, loss: 2.7485, lr: 1.73e-05
     Epoch[0] Iteration[180/620], entropy: 0.9535, loss: 2.5946, lr: 0.00e+00
     Epoch[0] Iteration[190/620], entropy: 1.1673, loss: 2.8145, lr: 1.73e-05
     Epoch[0] Iteration[200/620], entropy: 1.0957, loss: 2.7734, lr: 4.52e-05
     Epoch[0] Iteration[210/620], entropy: 1.0689, loss: 2.7177, lr: 4.52e-05
     Epoch[0] Iteration[220/620], entropy: 1.0105, loss: 2.6003, lr: 1.73e-05
     Epoch[0] Iteration[230/620], entropy: 1.1124, loss: 2.7842, lr: 0.00e+00
     Epoch[0] Iteration[240/620], entropy: 1.0559, loss: 2.7004, lr: 1.73e-05
     Epoch[0] Iteration[250/620], entropy: 1.1390, loss: 2.7169, lr: 4.52e-05
     Epoch[0] Iteration[260/620], entropy: 1.0672, loss: 2.6693, lr: 4.52e-05
     Epoch[0] Iteration[270/620], entropy: 1.0314, loss: 2.6871, lr: 1.73e-05
     Epoch[0] Iteration[280/620], entropy: 1.0039, loss: 2.6963, lr: 0.00e+00
     Epoch[0] Iteration[290/620], entropy: 1.0845, loss: 2.7541, lr: 1.73e-05
     Epoch[0] Iteration[300/620], entropy: 1.0812, loss: 2.7251, lr: 4.52e-05
     Epoch[0] Iteration[310/620], entropy: 1.0276, loss: 2.6779, lr: 4.52e-05
     Epoch[0] Iteration[320/620], entropy: 0.9837, loss: 2.6003, lr: 1.73e-05
     Epoch[0] Iteration[330/620], entropy: 1.0406, loss: 2.6721, lr: 0.00e+00
     Epoch[0] Iteration[340/620], entropy: 1.0037, loss: 2.7113, lr: 1.73e-05
     Epoch[0] Iteration[350/620], entropy: 1.0317, loss: 2.7435, lr: 4.52e-05
     Epoch[0] Iteration[360/620], entropy: 1.0377, loss: 2.6876, lr: 4.52e-05
     Epoch[0] Iteration[370/620], entropy: 1.0082, loss: 2.7317, lr: 1.73e-05
     Epoch[0] Iteration[380/620], entropy: 0.9630, loss: 2.6443, lr: 0.00e+00
     Epoch[0] Iteration[390/620], entropy: 1.0121, loss: 2.6261, lr: 1.73e-05
     Epoch[0] Iteration[400/620], entropy: 0.9937, loss: 2.6570, lr: 4.52e-05
     Epoch[0] Iteration[410/620], entropy: 1.0397, loss: 2.6764, lr: 4.52e-05
     Epoch[0] Iteration[420/620], entropy: 1.0099, loss: 2.6755, lr: 1.73e-05
     Epoch[0] Iteration[430/620], entropy: 1.0281, loss: 2.7651, lr: 0.00e+00
     Epoch[0] Iteration[440/620], entropy: 1.0455, loss: 2.6912, lr: 1.73e-05
     Epoch[0] Iteration[450/620], entropy: 0.9982, loss: 2.6778, lr: 4.52e-05
     Epoch[0] Iteration[460/620], entropy: 1.0208, loss: 2.7302, lr: 4.52e-05
     Epoch[0] Iteration[470/620], entropy: 1.0647, loss: 2.7352, lr: 1.73e-05
     Epoch[0] Iteration[480/620], entropy: 1.0670, loss: 2.6945, lr: 0.00e+00
     Epoch[0] Iteration[490/620], entropy: 0.9621, loss: 2.6198, lr: 1.73e-05
     Epoch[0] Iteration[500/620], entropy: 1.0729, loss: 2.7191, lr: 4.52e-05
     Epoch[0] Iteration[510/620], entropy: 1.0334, loss: 2.6767, lr: 4.52e-05
     Epoch[0] Iteration[520/620], entropy: 0.9620, loss: 2.6615, lr: 1.73e-05
     Epoch[0] Iteration[530/620], entropy: 1.0765, loss: 2.7219, lr: 0.00e+00
     Epoch[0] Iteration[540/620], entropy: 0.9690, loss: 2.6216, lr: 1.73e-05
     Epoch[0] Iteration[550/620], entropy: 1.0134, loss: 2.6873, lr: 4.52e-05
     Epoch[0] Iteration[560/620], entropy: 1.0505, loss: 2.6871, lr: 4.52e-05
     Epoch[0] Iteration[570/620], entropy: 0.9491, loss: 2.5541, lr: 1.73e-05
     Epoch[0] Iteration[580/620], entropy: 1.0075, loss: 2.6712, lr: 0.00e+00
     Epoch[0] Iteration[590/620], entropy: 1.0117, loss: 2.6981, lr: 1.73e-05
     Epoch[0] Iteration[600/620], entropy: 1.0340, loss: 2.7203, lr: 4.52e-05
     Epoch[0] Iteration[610/620], entropy: 0.9036, loss: 2.6169, lr: 4.52e-05
     Epoch[0] Iteration[620/620], entropy: 0.9213, loss: 2.5749, lr: 1.73e-05
     Averaged stats: entropy: 0.9213, loss: 2.5749, lr: 1.73e-05
     itm tta time 0:01:03
### TTA Eval Score: 
+-------+--------+--------+--------+--------+-------+
| epoch |   R1   |   R5   |  R10   |  mAP   |  mINP |
+-------+--------+--------+--------+--------+-------+
|  -999 | 58.943 | 76.108 | 82.205 | 34.719 | 5.891 |
|   0   | 57.139 | 75.398 | 81.676 | 34.263 | 6.280 |
+-------+--------+--------+--------+--------+-------+
     logs:  {'epo': 0, 'R1': 57.139, 'R5': 75.398, 'R10': 81.676, 'mAP': 34.263, 'mINP': 6.28, 'entropy': 1.0382996528379378, 'loss': 2.6890210913073633, 'lr': 2.520161290322581e-05}
     Epoch[1] Iteration[10/620], entropy: 1.0390, loss: 2.6542, lr: 0.00e+00
     Epoch[1] Iteration[20/620], entropy: 0.9494, loss: 2.5936, lr: 1.73e-05
     Epoch[1] Iteration[30/620], entropy: 0.9910, loss: 2.6762, lr: 4.52e-05
     Epoch[1] Iteration[40/620], entropy: 0.9095, loss: 2.5744, lr: 4.52e-05
     Epoch[1] Iteration[50/620], entropy: 0.9593, loss: 2.6297, lr: 1.73e-05
     Epoch[1] Iteration[60/620], entropy: 0.9500, loss: 2.6654, lr: 0.00e+00
     Epoch[1] Iteration[70/620], entropy: 1.0097, loss: 2.6803, lr: 1.73e-05
     Epoch[1] Iteration[80/620], entropy: 0.9818, loss: 2.6338, lr: 4.52e-05
     Epoch[1] Iteration[90/620], entropy: 0.9435, loss: 2.5701, lr: 4.52e-05
     Epoch[1] Iteration[100/620], entropy: 0.9571, loss: 2.6909, lr: 1.73e-05
     Epoch[1] Iteration[110/620], entropy: 0.9432, loss: 2.6763, lr: 0.00e+00
     Epoch[1] Iteration[120/620], entropy: 0.9431, loss: 2.6023, lr: 1.73e-05
     Epoch[1] Iteration[130/620], entropy: 0.9819, loss: 2.6748, lr: 4.52e-05
     Epoch[1] Iteration[140/620], entropy: 0.9068, loss: 2.5827, lr: 4.52e-05
     Epoch[1] Iteration[150/620], entropy: 0.9486, loss: 2.6684, lr: 1.73e-05
     Epoch[1] Iteration[160/620], entropy: 0.8664, loss: 2.5615, lr: 0.00e+00
     Epoch[1] Iteration[170/620], entropy: 0.9292, loss: 2.6737, lr: 1.73e-05
     Epoch[1] Iteration[180/620], entropy: 1.0127, loss: 2.6925, lr: 4.52e-05
     Epoch[1] Iteration[190/620], entropy: 1.0252, loss: 2.6613, lr: 4.52e-05
     Epoch[1] Iteration[200/620], entropy: 0.9229, loss: 2.7014, lr: 1.73e-05
     Epoch[1] Iteration[210/620], entropy: 0.9841, loss: 2.6587, lr: 0.00e+00
     Epoch[1] Iteration[220/620], entropy: 0.9832, loss: 2.7186, lr: 1.73e-05
     Epoch[1] Iteration[230/620], entropy: 0.8528, loss: 2.5260, lr: 4.52e-05
     Epoch[1] Iteration[240/620], entropy: 0.8802, loss: 2.6091, lr: 4.52e-05
     Epoch[1] Iteration[250/620], entropy: 0.8733, loss: 2.5826, lr: 1.73e-05
     Epoch[1] Iteration[260/620], entropy: 0.8949, loss: 2.6241, lr: 0.00e+00
     Epoch[1] Iteration[270/620], entropy: 0.9304, loss: 2.5860, lr: 1.73e-05
     Epoch[1] Iteration[280/620], entropy: 0.9113, loss: 2.5337, lr: 4.52e-05
     Epoch[1] Iteration[290/620], entropy: 0.9883, loss: 2.6337, lr: 4.52e-05
     Epoch[1] Iteration[300/620], entropy: 0.9059, loss: 2.6261, lr: 1.73e-05
     Epoch[1] Iteration[310/620], entropy: 0.9199, loss: 2.6316, lr: 0.00e+00
     Epoch[1] Iteration[320/620], entropy: 0.9984, loss: 2.7224, lr: 1.73e-05
     Epoch[1] Iteration[330/620], entropy: 0.9148, loss: 2.5549, lr: 4.52e-05
     Epoch[1] Iteration[340/620], entropy: 0.8701, loss: 2.6739, lr: 4.52e-05
     Epoch[1] Iteration[350/620], entropy: 0.9138, loss: 2.6173, lr: 1.73e-05
     Epoch[1] Iteration[360/620], entropy: 0.9140, loss: 2.7010, lr: 0.00e+00
     Epoch[1] Iteration[370/620], entropy: 0.9853, loss: 2.7090, lr: 1.73e-05
     Epoch[1] Iteration[380/620], entropy: 0.9061, loss: 2.6255, lr: 4.52e-05
     Epoch[1] Iteration[390/620], entropy: 0.8514, loss: 2.5952, lr: 4.52e-05
     Epoch[1] Iteration[400/620], entropy: 0.8510, loss: 2.5481, lr: 1.73e-05
     Epoch[1] Iteration[410/620], entropy: 0.8022, loss: 2.6150, lr: 0.00e+00
     Epoch[1] Iteration[420/620], entropy: 0.9151, loss: 2.5567, lr: 1.73e-05
     Epoch[1] Iteration[430/620], entropy: 0.8421, loss: 2.6170, lr: 4.52e-05
     Epoch[1] Iteration[440/620], entropy: 0.8840, loss: 2.5620, lr: 4.52e-05
     Epoch[1] Iteration[450/620], entropy: 0.8677, loss: 2.5922, lr: 1.73e-05
     Epoch[1] Iteration[460/620], entropy: 0.8927, loss: 2.6802, lr: 0.00e+00
     Epoch[1] Iteration[470/620], entropy: 0.8775, loss: 2.6039, lr: 1.73e-05
     Epoch[1] Iteration[480/620], entropy: 0.8921, loss: 2.6248, lr: 4.52e-05
     Epoch[1] Iteration[490/620], entropy: 0.8905, loss: 2.6242, lr: 4.52e-05
     Epoch[1] Iteration[500/620], entropy: 0.9339, loss: 2.7125, lr: 1.73e-05
     Epoch[1] Iteration[510/620], entropy: 0.8817, loss: 2.6410, lr: 0.00e+00
     Epoch[1] Iteration[520/620], entropy: 0.8266, loss: 2.5296, lr: 1.73e-05
     Epoch[1] Iteration[530/620], entropy: 0.8773, loss: 2.6035, lr: 4.52e-05
     Epoch[1] Iteration[540/620], entropy: 0.9575, loss: 2.5567, lr: 4.52e-05
     Epoch[1] Iteration[550/620], entropy: 0.8107, loss: 2.6475, lr: 1.73e-05
     Epoch[1] Iteration[560/620], entropy: 0.8200, loss: 2.6358, lr: 0.00e+00
     Epoch[1] Iteration[570/620], entropy: 0.8623, loss: 2.5914, lr: 1.73e-05
     Epoch[1] Iteration[580/620], entropy: 0.9532, loss: 2.6966, lr: 4.52e-05
     Epoch[1] Iteration[590/620], entropy: 0.8257, loss: 2.5370, lr: 4.52e-05
     Epoch[1] Iteration[600/620], entropy: 0.7426, loss: 2.4735, lr: 1.73e-05
     Epoch[1] Iteration[610/620], entropy: 0.8486, loss: 2.6293, lr: 0.00e+00
     Epoch[1] Iteration[620/620], entropy: 0.8437, loss: 2.6036, lr: 1.73e-05
     Averaged stats: entropy: 0.8437, loss: 2.6036, lr: 1.73e-05
     itm tta time 0:01:01
### TTA Eval Score: 
+-------+--------+--------+--------+--------+-------+
| epoch |   R1   |   R5   |  R10   |  mAP   |  mINP |
+-------+--------+--------+--------+--------+-------+
|  -999 | 58.943 | 76.108 | 82.205 | 34.719 | 5.891 |
|   0   | 57.139 | 75.398 | 81.676 | 34.263 | 6.280 |
|   1   | 51.637 | 71.745 | 78.854 | 31.330 | 6.018 |
+-------+--------+--------+--------+--------+-------+
     logs:  {'epo': 1, 'R1': 51.637, 'R5': 71.745, 'R10': 78.854, 'mAP': 31.33, 'mINP': 6.018, 'entropy': 0.9120544406675524, 'loss': 2.623789487346526, 'lr': 2.44721705667842e-05}
     Epoch[2] Iteration[10/620], entropy: 0.8881, loss: 2.6731, lr: 4.52e-05
     Epoch[2] Iteration[20/620], entropy: 0.8220, loss: 2.5816, lr: 4.52e-05
     Epoch[2] Iteration[30/620], entropy: 0.9402, loss: 2.6798, lr: 1.73e-05
     Epoch[2] Iteration[40/620], entropy: 0.7579, loss: 2.5433, lr: 0.00e+00
     Epoch[2] Iteration[50/620], entropy: 0.9065, loss: 2.6809, lr: 1.73e-05
     Epoch[2] Iteration[60/620], entropy: 0.8067, loss: 2.6054, lr: 4.52e-05
     Epoch[2] Iteration[70/620], entropy: 0.8855, loss: 2.6584, lr: 4.52e-05
     Epoch[2] Iteration[80/620], entropy: 0.8888, loss: 2.6070, lr: 1.73e-05
     Epoch[2] Iteration[90/620], entropy: 0.7296, loss: 2.5509, lr: 0.00e+00
     Epoch[2] Iteration[100/620], entropy: 0.8105, loss: 2.5808, lr: 1.73e-05
     Epoch[2] Iteration[110/620], entropy: 0.8066, loss: 2.6343, lr: 4.52e-05
     Epoch[2] Iteration[120/620], entropy: 0.7464, loss: 2.5734, lr: 4.52e-05
     Epoch[2] Iteration[130/620], entropy: 0.7457, loss: 2.6639, lr: 1.73e-05
     Epoch[2] Iteration[140/620], entropy: 0.8275, loss: 2.5915, lr: 0.00e+00
     Epoch[2] Iteration[150/620], entropy: 0.7863, loss: 2.6663, lr: 1.73e-05
     Epoch[2] Iteration[160/620], entropy: 0.9066, loss: 2.6546, lr: 4.52e-05
     Epoch[2] Iteration[170/620], entropy: 0.8030, loss: 2.5941, lr: 4.52e-05
     Epoch[2] Iteration[180/620], entropy: 0.8435, loss: 2.5949, lr: 1.73e-05
     Epoch[2] Iteration[190/620], entropy: 0.7214, loss: 2.5616, lr: 0.00e+00
     Epoch[2] Iteration[200/620], entropy: 0.8365, loss: 2.5049, lr: 1.73e-05
     Epoch[2] Iteration[210/620], entropy: 0.8486, loss: 2.6792, lr: 4.52e-05
     Epoch[2] Iteration[220/620], entropy: 0.7803, loss: 2.5459, lr: 4.52e-05
     Epoch[2] Iteration[230/620], entropy: 0.7296, loss: 2.4884, lr: 1.73e-05
     Epoch[2] Iteration[240/620], entropy: 0.7969, loss: 2.6556, lr: 0.00e+00
     Epoch[2] Iteration[250/620], entropy: 0.8146, loss: 2.6318, lr: 1.73e-05
     Epoch[2] Iteration[260/620], entropy: 0.8137, loss: 2.5446, lr: 4.52e-05
     Epoch[2] Iteration[270/620], entropy: 0.7943, loss: 2.5944, lr: 4.52e-05
     Epoch[2] Iteration[280/620], entropy: 0.7712, loss: 2.5456, lr: 1.73e-05
     Epoch[2] Iteration[290/620], entropy: 0.7984, loss: 2.5740, lr: 0.00e+00
     Epoch[2] Iteration[300/620], entropy: 0.8638, loss: 2.6423, lr: 1.73e-05
     Epoch[2] Iteration[310/620], entropy: 0.7866, loss: 2.6778, lr: 4.52e-05
     Epoch[2] Iteration[320/620], entropy: 0.7739, loss: 2.6200, lr: 4.52e-05
     Epoch[2] Iteration[330/620], entropy: 0.7995, loss: 2.5799, lr: 1.73e-05
     Epoch[2] Iteration[340/620], entropy: 0.6117, loss: 2.3502, lr: 0.00e+00
     Epoch[2] Iteration[350/620], entropy: 0.8349, loss: 2.6235, lr: 1.73e-05
     Epoch[2] Iteration[360/620], entropy: 0.7652, loss: 2.5508, lr: 4.52e-05
     Epoch[2] Iteration[370/620], entropy: 0.8340, loss: 2.6231, lr: 4.52e-05
     Epoch[2] Iteration[380/620], entropy: 0.7882, loss: 2.4546, lr: 1.73e-05
     Epoch[2] Iteration[390/620], entropy: 0.7621, loss: 2.6314, lr: 0.00e+00
     Epoch[2] Iteration[400/620], entropy: 0.8320, loss: 2.5619, lr: 1.73e-05
     Epoch[2] Iteration[410/620], entropy: 0.7961, loss: 2.5713, lr: 4.52e-05
     Epoch[2] Iteration[420/620], entropy: 0.7528, loss: 2.5637, lr: 4.52e-05
     Epoch[2] Iteration[430/620], entropy: 0.6777, loss: 2.4286, lr: 1.73e-05
