/home/jiahao/miniconda3/envs/irra/lib/python3.9/site-packages/torch/nn/functional.py:3609: UserWarning: Default upsampling behavior when mode=bilinear is changed to align_corners=False since 0.4.0. Please specify align_corners=True if the old behavior is desired. See the documentation of nn.Upsample for details.
  warnings.warn(
Not using distributed mode
### Hyper-parameters:
     output_dir: output/ham_icfg_tta/exp3.1.3/2025090319495
     seed: 42
     device: cuda
     batch_size_tta: 32
     epochs: 30
     lr: 0.0005
### Creating test dataset
     test_txt_set: 19848    test_img_set: 19848
     test_txt_loader: 39    test_img_loader: 39
### Creating model
Training Model with ['sdm', 'id', 'mlm'] tasks
Resized position embedding from size:torch.Size([1, 197, 768]) to size: torch.Size([1, 193, 768]) with height:24 width: 8
     Total Params Sum:  190482206
### Zero-Shot Score: 
+-------+--------+--------+--------+--------+-------+
| epoch |   R1   |   R5   |  R10   |  mAP   |  mINP |
+-------+--------+--------+--------+--------+-------+
|  -999 | 60.641 | 77.509 | 83.268 | 35.542 | 6.004 |
+-------+--------+--------+--------+--------+-------+
### TTA:
### Compute Cos Similarity Uncertainty
     preprocess_tta_coefficients  start
     sample selection ...
     number of sample after sample_selection: 19848
     uncertainty ...
     preprocess_tta_coefficients  end
### Creating TTA dataset
     tta_dataset: 19848
### Creating tta dataloader
### be careful: func create_loader returns a list length of 1
     tta_loader: 620
### Configure adapted weights
     TTA Dropout Modules: 
 []
     TTA Require Gradient Params: 
 [('base_model.transformer.resblocks.0.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.0.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.0.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.0.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.1.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.1.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.1.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.1.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.2.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.2.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.2.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.2.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.3.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.3.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.3.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.3.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.4.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.4.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.4.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.4.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.5.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.5.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.5.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.5.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.6.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.6.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.6.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.6.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.7.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.7.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.7.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.7.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.8.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.8.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.8.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.8.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.9.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.9.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.9.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.9.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.10.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.10.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.10.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.10.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.11.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.11.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.11.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.11.ln_2.bias', torch.Size([512])), ('base_model.ln_final.weight', torch.Size([512])), ('base_model.ln_final.bias', torch.Size([512]))]
     TTA Dropout Modules Number: 
 0
     TTA Require Gradient Params Sum: 
 25600
Using 5.0 times learning rate for random init module 
### Start Test Time Adaptation
     Epoch[0] Iteration[10/620], entropy: 1.0606, loss: 2.6843, lr: 4.52e-04
     Epoch[0] Iteration[20/620], entropy: 1.0108, loss: 2.6326, lr: 1.73e-04
     Epoch[0] Iteration[30/620], entropy: 1.0050, loss: 2.6308, lr: 0.00e+00
     Epoch[0] Iteration[40/620], entropy: 1.0228, loss: 2.6778, lr: 1.73e-04
     Epoch[0] Iteration[50/620], entropy: 0.9546, loss: 2.6045, lr: 4.52e-04
     Epoch[0] Iteration[60/620], entropy: 0.9569, loss: 2.6167, lr: 4.52e-04
     Epoch[0] Iteration[70/620], entropy: 0.8707, loss: 2.5332, lr: 1.73e-04
     Epoch[0] Iteration[80/620], entropy: 0.8999, loss: 2.5524, lr: 0.00e+00
     Epoch[0] Iteration[90/620], entropy: 0.9061, loss: 2.5315, lr: 1.73e-04
     Epoch[0] Iteration[100/620], entropy: 0.8499, loss: 2.6397, lr: 4.52e-04
     Epoch[0] Iteration[110/620], entropy: 0.8750, loss: 2.5561, lr: 4.52e-04
     Epoch[0] Iteration[120/620], entropy: 0.8287, loss: 2.5793, lr: 1.73e-04
     Epoch[0] Iteration[130/620], entropy: 0.8259, loss: 2.5923, lr: 0.00e+00
     Epoch[0] Iteration[140/620], entropy: 0.8173, loss: 2.6278, lr: 1.73e-04
     Epoch[0] Iteration[150/620], entropy: 0.6626, loss: 2.5772, lr: 4.52e-04
     Epoch[0] Iteration[160/620], entropy: 0.6818, loss: 2.4097, lr: 4.52e-04
     Epoch[0] Iteration[170/620], entropy: 0.6135, loss: 2.5159, lr: 1.73e-04
     Epoch[0] Iteration[180/620], entropy: 0.6251, loss: 2.3786, lr: 0.00e+00
     Epoch[0] Iteration[190/620], entropy: 0.7109, loss: 2.6082, lr: 1.73e-04
     Epoch[0] Iteration[200/620], entropy: 0.6998, loss: 2.5520, lr: 4.52e-04
     Epoch[0] Iteration[210/620], entropy: 0.6550, loss: 2.5047, lr: 4.52e-04
     Epoch[0] Iteration[220/620], entropy: 0.5508, loss: 2.3294, lr: 1.73e-04
     Epoch[0] Iteration[230/620], entropy: 0.6934, loss: 2.5638, lr: 0.00e+00
     Epoch[0] Iteration[240/620], entropy: 0.6079, loss: 2.4403, lr: 1.73e-04
     Epoch[0] Iteration[250/620], entropy: 0.6382, loss: 2.4709, lr: 4.52e-04
     Epoch[0] Iteration[260/620], entropy: 0.5915, loss: 2.4417, lr: 4.52e-04
     Epoch[0] Iteration[270/620], entropy: 0.5829, loss: 2.4454, lr: 1.73e-04
     Epoch[0] Iteration[280/620], entropy: 0.6086, loss: 2.5262, lr: 0.00e+00
     Epoch[0] Iteration[290/620], entropy: 0.7187, loss: 2.6067, lr: 1.73e-04
     Epoch[0] Iteration[300/620], entropy: 0.5946, loss: 2.4981, lr: 4.52e-04
     Epoch[0] Iteration[310/620], entropy: 0.6382, loss: 2.4726, lr: 4.52e-04
     Epoch[0] Iteration[320/620], entropy: 0.4955, loss: 2.4041, lr: 1.73e-04
     Epoch[0] Iteration[330/620], entropy: 0.6378, loss: 2.4692, lr: 0.00e+00
     Epoch[0] Iteration[340/620], entropy: 0.7552, loss: 2.6180, lr: 1.73e-04
     Epoch[0] Iteration[350/620], entropy: 0.5939, loss: 2.5270, lr: 4.52e-04
     Epoch[0] Iteration[360/620], entropy: 0.6089, loss: 2.4904, lr: 4.52e-04
     Epoch[0] Iteration[370/620], entropy: 0.5398, loss: 2.4120, lr: 1.73e-04
     Epoch[0] Iteration[380/620], entropy: 0.5003, loss: 2.3688, lr: 0.00e+00
     Epoch[0] Iteration[390/620], entropy: 0.4786, loss: 2.4431, lr: 1.73e-04
     Epoch[0] Iteration[400/620], entropy: 0.5413, loss: 2.4852, lr: 4.52e-04
     Epoch[0] Iteration[410/620], entropy: 0.6412, loss: 2.4896, lr: 4.52e-04
     Epoch[0] Iteration[420/620], entropy: 0.5098, loss: 2.3979, lr: 1.73e-04
     Epoch[0] Iteration[430/620], entropy: 0.5765, loss: 2.5361, lr: 0.00e+00
     Epoch[0] Iteration[440/620], entropy: 0.5166, loss: 2.5047, lr: 1.73e-04
     Epoch[0] Iteration[450/620], entropy: 0.5733, loss: 2.4890, lr: 4.52e-04
     Epoch[0] Iteration[460/620], entropy: 0.5348, loss: 2.4655, lr: 4.52e-04
     Epoch[0] Iteration[470/620], entropy: 0.5591, loss: 2.4976, lr: 1.73e-04
     Epoch[0] Iteration[480/620], entropy: 0.4655, loss: 2.3915, lr: 0.00e+00
     Epoch[0] Iteration[490/620], entropy: 0.6212, loss: 2.4803, lr: 1.73e-04
     Epoch[0] Iteration[500/620], entropy: 0.5878, loss: 2.4297, lr: 4.52e-04
     Epoch[0] Iteration[510/620], entropy: 0.5164, loss: 2.4111, lr: 4.52e-04
     Epoch[0] Iteration[520/620], entropy: 0.4220, loss: 2.3639, lr: 1.73e-04
     Epoch[0] Iteration[530/620], entropy: 0.7104, loss: 2.5516, lr: 0.00e+00
     Epoch[0] Iteration[540/620], entropy: 0.6006, loss: 2.4368, lr: 1.73e-04
