Not using distributed mode
### Hyper-parameters:
     output_dir: output/ham_icfg_tta_best1/exp3.0.4/2025090213293
     seed: 42
     device: cuda
     batch_size_tta: 16
     epochs: 30
     lr: 0.001
### Creating test dataset
     test_txt_set: 19848    test_img_set: 19848
     test_txt_loader: 39    test_img_loader: 39
### Creating model
Training Model with ['sdm', 'id', 'mlm'] tasks
Resized position embedding from size:torch.Size([1, 197, 768]) to size: torch.Size([1, 193, 768]) with height:24 width: 8
     Total Params Sum:  190482206
### Zero-Shot Score: 
/data2/jiahao/task/IRRA/tta.py:261: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = GradScaler()  # bf16
+-------+--------+--------+--------+--------+-------+
| epoch |   R1   |   R5   |  R10   |  mAP   |  mINP |
+-------+--------+--------+--------+--------+-------+
|  -999 | 60.268 | 76.708 | 82.633 | 35.227 | 5.902 |
+-------+--------+--------+--------+--------+-------+
### TTA:
### Compute Cos Similarity Uncertainty
     preprocess_tta_coefficients  start
     sample selection ...
     number of sample after sample_selection: 19848
     uncertainty ...
     preprocess_tta_coefficients  end
### Creating TTA dataset
     tta_dataset: 19848
### Creating tta dataloader
### be careful: func create_loader returns a list length of 1
     tta_loader: 1240
### Configure adapted weights
     TTA Dropout Modules: 
 []
     TTA Require Gradient Params: 
 [('base_model.transformer.resblocks.0.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.0.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.0.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.0.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.1.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.1.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.1.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.1.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.2.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.2.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.2.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.2.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.3.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.3.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.3.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.3.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.4.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.4.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.4.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.4.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.5.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.5.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.5.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.5.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.6.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.6.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.6.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.6.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.7.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.7.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.7.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.7.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.8.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.8.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.8.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.8.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.9.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.9.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.9.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.9.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.10.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.10.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.10.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.10.ln_2.bias', torch.Size([512])), ('base_model.transformer.resblocks.11.ln_1.weight', torch.Size([512])), ('base_model.transformer.resblocks.11.ln_1.bias', torch.Size([512])), ('base_model.transformer.resblocks.11.ln_2.weight', torch.Size([512])), ('base_model.transformer.resblocks.11.ln_2.bias', torch.Size([512])), ('base_model.ln_final.weight', torch.Size([512])), ('base_model.ln_final.bias', torch.Size([512]))]
     TTA Dropout Modules Number: 
 0
     TTA Require Gradient Params Sum: 
 25600
Using 5.0 times learning rate for random init module 
### Start Test Time Adaptation
/data2/jiahao/task/IRRA/tta.py:65: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  with torch.cuda.amp.autocast(enabled=True):
     Epoch[0] Iteration[10/1240], entropy: 1.4934, loss: 2.9153, lr: 9.38e-04
     Epoch[0] Iteration[20/1240], entropy: 1.3957, loss: 2.8061, lr: 4.06e-04
     Epoch[0] Iteration[30/1240], entropy: 1.4159, loss: 2.8899, lr: 3.94e-06
     Epoch[0] Iteration[40/1240], entropy: 1.2879, loss: 2.8476, lr: 2.87e-04
     Epoch[0] Iteration[50/1240], entropy: 1.3832, loss: 2.8586, lr: 8.64e-04
     Epoch[0] Iteration[60/1240], entropy: 1.1458, loss: 2.7538, lr: 9.38e-04
     Epoch[0] Iteration[70/1240], entropy: 0.9721, loss: 2.6728, lr: 4.06e-04
     Epoch[0] Iteration[80/1240], entropy: 1.2096, loss: 2.8102, lr: 3.94e-06
     Epoch[0] Iteration[90/1240], entropy: 1.0698, loss: 2.6561, lr: 2.87e-04
     Epoch[0] Iteration[100/1240], entropy: 0.9552, loss: 2.6803, lr: 8.64e-04
     Epoch[0] Iteration[110/1240], entropy: 0.7907, loss: 2.6226, lr: 9.38e-04
     Epoch[0] Iteration[120/1240], entropy: 0.8404, loss: 2.4660, lr: 4.06e-04
     Epoch[0] Iteration[130/1240], entropy: 0.9513, loss: 2.5626, lr: 3.94e-06
     Epoch[0] Iteration[140/1240], entropy: 0.8530, loss: 2.5591, lr: 2.87e-04
     Epoch[0] Iteration[150/1240], entropy: 0.8854, loss: 2.5798, lr: 8.64e-04
     Epoch[0] Iteration[160/1240], entropy: 0.6822, loss: 2.4440, lr: 9.38e-04
     Epoch[0] Iteration[170/1240], entropy: 0.7841, loss: 2.5429, lr: 4.06e-04
     Epoch[0] Iteration[180/1240], entropy: 1.1067, loss: 2.5946, lr: 3.94e-06
     Epoch[0] Iteration[190/1240], entropy: 0.7345, loss: 2.5049, lr: 2.87e-04
     Epoch[0] Iteration[200/1240], entropy: 0.9030, loss: 2.6951, lr: 8.64e-04
     Epoch[0] Iteration[210/1240], entropy: 1.0043, loss: 2.6362, lr: 9.38e-04
     Epoch[0] Iteration[220/1240], entropy: 0.8273, loss: 2.5788, lr: 4.06e-04
     Epoch[0] Iteration[230/1240], entropy: 0.7104, loss: 2.4523, lr: 3.94e-06
     Epoch[0] Iteration[240/1240], entropy: 0.7282, loss: 2.5837, lr: 2.87e-04
     Epoch[0] Iteration[250/1240], entropy: 0.5775, loss: 2.4745, lr: 8.64e-04
     Epoch[0] Iteration[260/1240], entropy: 0.7311, loss: 2.5243, lr: 9.38e-04
     Epoch[0] Iteration[270/1240], entropy: 0.9034, loss: 2.7226, lr: 4.06e-04
     Epoch[0] Iteration[280/1240], entropy: 0.8312, loss: 2.6200, lr: 3.94e-06
     Epoch[0] Iteration[290/1240], entropy: 0.5930, loss: 2.5083, lr: 2.87e-04
     Epoch[0] Iteration[300/1240], entropy: 0.7141, loss: 2.5913, lr: 8.64e-04
     Epoch[0] Iteration[310/1240], entropy: 0.8093, loss: 2.6522, lr: 9.38e-04
     Epoch[0] Iteration[320/1240], entropy: 0.7391, loss: 2.4995, lr: 4.06e-04
     Epoch[0] Iteration[330/1240], entropy: 0.6831, loss: 2.4658, lr: 3.94e-06
     Epoch[0] Iteration[340/1240], entropy: 0.7334, loss: 2.6356, lr: 2.87e-04
     Epoch[0] Iteration[350/1240], entropy: 0.8485, loss: 2.6465, lr: 8.64e-04
     Epoch[0] Iteration[360/1240], entropy: 0.4815, loss: 2.3125, lr: 9.38e-04
     Epoch[0] Iteration[370/1240], entropy: 0.7745, loss: 2.6487, lr: 4.06e-04
     Epoch[0] Iteration[380/1240], entropy: 0.6511, loss: 2.5913, lr: 3.94e-06
     Epoch[0] Iteration[390/1240], entropy: 0.7806, loss: 2.5401, lr: 2.87e-04
     Epoch[0] Iteration[400/1240], entropy: 0.5107, loss: 2.5021, lr: 8.64e-04
     Epoch[0] Iteration[410/1240], entropy: 0.8202, loss: 2.6242, lr: 9.38e-04
     Epoch[0] Iteration[420/1240], entropy: 0.5231, loss: 2.5204, lr: 4.06e-04
     Epoch[0] Iteration[430/1240], entropy: 0.4834, loss: 2.5698, lr: 3.94e-06
     Epoch[0] Iteration[440/1240], entropy: 0.6402, loss: 2.3203, lr: 2.87e-04
     Epoch[0] Iteration[450/1240], entropy: 0.9023, loss: 2.6819, lr: 8.64e-04
     Epoch[0] Iteration[460/1240], entropy: 0.5337, loss: 2.5432, lr: 9.38e-04
     Epoch[0] Iteration[470/1240], entropy: 0.6314, loss: 2.5691, lr: 4.06e-04
     Epoch[0] Iteration[480/1240], entropy: 0.5617, loss: 2.4284, lr: 3.94e-06
     Epoch[0] Iteration[490/1240], entropy: 0.6484, loss: 2.5476, lr: 2.87e-04
     Epoch[0] Iteration[500/1240], entropy: 0.6253, loss: 2.4874, lr: 8.64e-04
     Epoch[0] Iteration[510/1240], entropy: 0.5717, loss: 2.4234, lr: 9.38e-04
     Epoch[0] Iteration[520/1240], entropy: 0.5965, loss: 2.4901, lr: 4.06e-04
     Epoch[0] Iteration[530/1240], entropy: 0.5985, loss: 2.5957, lr: 3.94e-06
     Epoch[0] Iteration[540/1240], entropy: 0.8328, loss: 2.5564, lr: 2.87e-04
     Epoch[0] Iteration[550/1240], entropy: 0.3994, loss: 2.3254, lr: 8.64e-04
     Epoch[0] Iteration[560/1240], entropy: 0.6753, loss: 2.6005, lr: 9.38e-04
     Epoch[0] Iteration[570/1240], entropy: 0.8053, loss: 2.4931, lr: 4.06e-04
     Epoch[0] Iteration[580/1240], entropy: 0.7821, loss: 2.6530, lr: 3.94e-06
     Epoch[0] Iteration[590/1240], entropy: 0.7303, loss: 2.5383, lr: 2.87e-04
     Epoch[0] Iteration[600/1240], entropy: 0.7123, loss: 2.5898, lr: 8.64e-04
     Epoch[0] Iteration[610/1240], entropy: 0.4148, loss: 2.3930, lr: 9.38e-04
     Epoch[0] Iteration[620/1240], entropy: 0.6696, loss: 2.5410, lr: 4.06e-04
     Epoch[0] Iteration[630/1240], entropy: 0.6767, loss: 2.5454, lr: 3.94e-06
     Epoch[0] Iteration[640/1240], entropy: 0.6824, loss: 2.5044, lr: 2.87e-04
     Epoch[0] Iteration[650/1240], entropy: 0.8067, loss: 2.6163, lr: 8.64e-04
     Epoch[0] Iteration[660/1240], entropy: 0.4924, loss: 2.3375, lr: 9.38e-04
     Epoch[0] Iteration[670/1240], entropy: 0.6842, loss: 2.4874, lr: 4.06e-04
     Epoch[0] Iteration[680/1240], entropy: 0.6444, loss: 2.6509, lr: 3.94e-06
